unified_id,SDCS,STATE_CODE_001,COUNTY_CODE_003,HIGHWAY_DISTRICT_002,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,BASE_HWY_NETWORK_012,TOLL_020,MAINTENANCE_021,FUNCTIONAL_CLASS_026,DESIGN_LOAD_031,MEDIAN_CODE_033,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,VERT_CLR_UND_REF_054A,LAT_UND_REF_055A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,OPR_RATING_METH_063,INV_RATING_METH_065,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,LOWEST_RATING,PRE_CODE_ERA,WAS_RECONSTRUCTED,NFHL_FLD_ZONE,NFHL_SFHA
"('000000OT', '(47.29194444, -122.2083889)')",4.0,48,14,1.0,3,2,1,3,-999.0,4,7.0,1,1,1,1,2,3,5,3,1,6,2,6,19,1,1,8.0,8.0,8.0,-999.0,1.0,1.0,8.0,3.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,11,8,2,2,8.0,1.0
"('000000PB', '(47.15996667, -122.4678472)')",4.0,48,25,3.0,4,2,2,3,-999.0,4,7.0,1,1,1,1,1,2,5,3,1,6,2,3,2,1,1,8.0,8.0,8.0,-999.0,1.0,1.0,8.0,3.0,4.0,6,11,7,-999.0,-999.0,-999.0,-999.0,-999.0,3,2,2,1,2,4,1,1,1,-999.0,11,8,1,2,8.0,1.0
"('000000PA', '(47.18535833, -122.2293333)')",4.0,48,25,3.0,3,2,1,3,-999.0,5,7.0,1,1,2,2,2,2,5,1,1,6,6,7,13,2,2,8.0,8.0,7.0,7.0,-999.0,-999.0,5.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,1,-999.0,6,7,2,2,8.0,1.0
"('000000PR', '(45.61803889, -122.675275)')",4.0,48,2,4.0,1,2,2,3,-999.0,2,3.0,1,1,2,2,2,2,1,2,1,6,7,4,8,1,1,6.0,6.0,6.0,8.0,-999.0,-999.0,5.0,3.0,4.0,6,9,9,-999.0,-999.0,-999.0,-999.0,1.0,3,2,2,1,2,4,1,2,2,-999.0,4,6,2,2,-999.0,-999.0
"('000000QE', '(47.81306389, -122.3842333)')",4.0,48,29,1.0,3,2,2,1,-999.0,4,3.0,1,1,3,3,3,3,5,1,7,2,6,8,13,2,2,8.0,7.0,6.0,9.0,2.0,2.0,5.0,3.0,-999.0,3,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,9,7,1,1,2,-999.0,6,6,2,2,2.0,2.0
"('000000QD', '(48.05472222, -123.794)')",4.0,48,39,3.0,2,2,2,3,-999.0,8,6.0,1,1,1,1,1,1,5,1,1,2,6,6,13,2,2,8.0,8.0,8.0,7.0,1.0,1.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,2,2,-999.0,9,8,1,2,8.0,1.0
"('000000QC', '(47.41211111, -122.2215)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,7.0,1,1,2,1,1,1,5,1,1,2,7,6,13,1,1,8.0,7.0,8.0,9.0,1.0,1.0,7.0,4.0,6.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,1,1,-999.0,9,7,2,2,2.0,2.0
"('000000PG', '(48.98186667, -122.238625)')",4.0,48,36,1.0,3,2,1,3,-999.0,10,6.0,1,1,2,2,2,2,5,1,1,2,6,2,16,2,2,4.0,7.0,8.0,8.0,-999.0,-999.0,6.0,5.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,3,1,1,-999.0,13,4,2,2,8.0,1.0
"('000000QG', '(48.58429167, -122.9297861)')",4.0,48,26,1.0,3,5,2,1,-999.0,4,4.0,1,1,3,3,3,3,5,1,7,6,6,8,13,2,2,8.0,8.0,6.0,9.0,2.0,2.0,5.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,2,1,9,8,1,1,2,-999.0,5,6,2,2,2.0,2.0
"('000000QS', '(48.64863889, -121.30475)')",4.0,48,36,1.0,3,2,2,3,-999.0,9,6.0,1,1,2,2,2,1,5,1,1,2,6,6,13,2,2,8.0,8.0,8.0,8.0,-999.0,-999.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,2,-999.0,9,8,1,2,5.0,1.0
"('000000QQ', '(45.65055556, -122.656)')",4.0,48,2,4.0,3,2,2,3,-999.0,3,7.0,1,1,2,2,2,2,5,3,1,2,2,3,19,1,1,8.0,8.0,8.0,-999.0,1.0,1.0,8.0,7.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,1,2,2,1,2,2,1,2,2,-999.0,11,8,1,2,8.0,1.0
"('000000QV', '(48.39752778, -121.5511944)')",4.0,48,27,1.0,3,2,2,3,-999.0,9,6.0,1,1,1,1,2,2,5,1,1,2,6,6,16,2,2,9.0,7.0,7.0,6.0,1.0,1.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,1,2,-999.0,4,7,2,2,-999.0,-999.0
"('000000QW', '(48.99275, -122.2539444)')",4.0,48,36,1.0,3,2,1,3,-999.0,10,4.0,1,1,2,1,1,1,5,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,7.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,8,2,2,1.0,2.0
"('000000QX', '(48.48222222, -121.5923611)')",4.0,48,27,1.0,3,2,2,3,-999.0,9,3.0,1,1,1,1,2,1,5,1,1,2,6,6,13,2,2,9.0,8.0,8.0,7.0,1.0,1.0,6.0,5.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,4,1,1,2,-999.0,9,8,2,2,-999.0,-999.0
"('000000RG', '(46.932, -122.5634167)')",4.0,48,32,3.0,3,2,2,3,-999.0,5,1.0,1,1,3,3,3,3,5,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,7.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,2,-999.0,9,8,2,2,8.0,1.0
"('00000KMA', '(47.82702778, -122.2689722)')",4.0,48,29,1.0,5,2,1,3,-999.0,5,10.0,1,1,2,2,2,2,4,3,1,6,2,7,13,1,1,8.0,8.0,8.0,-999.0,1.0,1.0,8.0,3.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,8,1,2,8.0,1.0
"('000000QY', '(48.48416667, -121.5929722)')",4.0,48,27,1.0,3,2,2,3,-999.0,9,3.0,1,1,2,1,2,1,3,1,1,2,6,5,13,2,2,8.0,7.0,8.0,9.0,1.0,1.0,7.0,5.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,4,1,1,2,-999.0,6,7,2,2,-999.0,-999.0
"('00001355', '(45.80716667, -122.7406667)')",4.0,48,2,1.0,6,2,1,3,16.0,12,-999.0,1,1,2,2,2,2,5,1,1,2,6,6,13,2,2,8.0,9.0,9.0,8.0,3.0,3.0,9.0,5.0,-999.0,6,9,8,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,3,1,2,1,-999.0,9,8,1,2,2.0,2.0
"('00001323', '(45.72166667, -121.64)')",3.0,48,28,1.0,6,1,1,3,16.0,12,6.0,1,1,2,2,2,1,5,1,1,2,6,6,18,2,2,8.0,8.0,8.0,8.0,2.0,2.0,7.0,6.0,-999.0,6,9,8,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,2,1,-999.0,9,8,1,2,8.0,1.0
"('00001355', '(46.36583333, -123.9511667)')",4.0,48,22,1.0,6,1,1,3,16.0,12,10.0,1,1,2,1,1,1,5,1,1,2,6,4,13,2,2,9.0,8.0,8.0,7.0,3.0,3.0,6.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,2,7,10,1,-999.0,12,8,1,2,2.0,2.0
"('000034CE', '(45.65155556, -121.9230556)')",4.0,48,28,4.0,3,2,2,3,-999.0,8,7.0,1,1,2,1,2,3,5,3,1,2,3,7,13,3,3,7.0,8.0,8.0,-999.0,-999.0,-999.0,4.0,7.0,7.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,2,1,1,2,-999.0,11,7,1,2,8.0,1.0
"('0000364B', '(48.19093333, -122.2311667)')",4.0,48,29,1.0,4,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,2,4,2,2,9.0,7.0,7.0,8.0,1.0,1.0,7.0,5.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,3,1,-999.0,9,7,2,2,2.0,2.0
"('0000451A', '(47.19296667, -123.0989028)')",4.0,48,20,3.0,3,2,2,3,-999.0,4,3.0,1,1,2,2,2,2,5,1,1,6,6,3,18,2,2,8.0,7.0,7.0,7.0,-999.0,-999.0,4.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,6,7,2,2,8.0,1.0
"('0000446A', '(46.53219444, -122.7398889)')",4.0,48,18,4.0,2,2,2,3,-999.0,8,1.0,1,1,2,2,2,2,5,1,1,2,6,3,2,2,2,8.0,8.0,8.0,7.0,-999.0,-999.0,6.0,8.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,4,8,2,2,-999.0,-999.0
"('0000397A', '(48.51691667, -122.37875)')",4.0,48,27,1.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,6,6,2,4,2,2,-999.0,7.0,8.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,7,7,10,1,-999.0,6,7,2,2,-999.0,-999.0
"('0000453A', '(48.63375, -122.4723056)')",4.0,48,27,1.0,3,2,1,3,-999.0,10,1.0,1,1,1,2,2,2,5,3,1,2,1,3,13,2,2,7.0,7.0,7.0,-999.0,-999.0,-999.0,5.0,3.0,-999.0,6,11,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,11,7,2,2,-999.0,-999.0
"('0000538A', '(46.63416667, -123.0396111)')",4.0,48,18,4.0,3,2,2,3,-999.0,9,1.0,1,1,2,2,2,2,5,1,1,2,6,3,2,2,2,8.0,7.0,7.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,6,7,2,2,-999.0,-999.0
"('0000572A', '(46.864325, -122.3437778)')",4.0,48,25,3.0,3,2,2,3,-999.0,9,5.0,1,1,2,1,2,1,5,1,1,2,6,3,18,2,2,7.0,6.0,7.0,8.0,-999.0,-999.0,6.0,3.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,6,6,2,2,2.0,2.0
"('0000572B', '(46.86455556, -122.3458611)')",4.0,48,25,3.0,3,2,2,3,-999.0,9,5.0,1,1,2,1,2,3,5,1,1,2,6,3,18,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,6,7,2,2,2.0,2.0
"('0000584A', '(48.49327778, -122.3469444)')",4.0,48,27,1.0,3,2,1,3,-999.0,10,5.0,1,1,1,1,2,1,5,1,1,2,6,2,2,2,2,7.0,6.0,8.0,9.0,-999.0,-999.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,9,6,2,2,-999.0,-999.0
"('0000607A', '(46.55022222, -123.4130556)')",4.0,48,22,4.0,3,2,2,3,-999.0,9,5.0,1,1,2,2,1,2,5,3,1,2,4,3,18,2,2,7.0,6.0,7.0,-999.0,1.0,1.0,6.0,3.0,-999.0,6,11,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,2,-999.0,11,6,2,2,8.0,1.0
"('000064CE', '(45.64144444, -121.9688611)')",4.0,48,28,4.0,3,2,2,3,-999.0,8,7.0,1,1,2,1,2,3,5,3,1,2,2,7,13,1,1,8.0,7.0,8.0,-999.0,-999.0,-999.0,5.0,7.0,7.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,1,1,2,-999.0,11,7,1,2,8.0,1.0
"('0000734A', '(47.54888889, -123.0438889)')",4.0,48,20,3.0,2,2,2,3,-999.0,8,1.0,1,1,2,2,2,2,1,2,1,2,6,2,5,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,5.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,9,7,2,2,2.0,2.0
"('0000720A', '(47.53555556, -121.8303056)')",4.0,48,14,1.0,3,2,2,3,-999.0,5,5.0,1,1,2,1,2,1,5,1,1,2,6,3,18,2,2,8.0,8.0,7.0,6.0,1.0,1.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,9,7,2,2,2.0,2.0
"('0000729A', '(47.20922222, -123.1008056)')",4.0,48,20,3.0,3,2,2,3,-999.0,4,1.0,1,1,1,1,2,1,1,1,1,6,6,2,5,2,2,8.0,7.0,8.0,6.0,-999.0,-999.0,6.0,3.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,2,-999.0,9,7,2,2,2.0,2.0
"('0000734B', '(47.54577778, -123.0426111)')",4.0,48,20,3.0,2,2,2,3,-999.0,8,1.0,1,1,2,2,2,2,1,2,1,2,6,2,5,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,5.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,9,8,2,2,1.0,2.0
"('0000825A', '(48.61777778, -122.4397222)')",4.0,48,27,1.0,3,2,1,3,-999.0,10,5.0,1,1,2,2,2,2,5,1,1,2,6,2,18,2,2,7.0,7.0,7.0,9.0,1.0,1.0,7.0,4.0,-999.0,6,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,9,7,2,2,-999.0,-999.0
"('0000857A', '(47.50105556, -121.7912222)')",4.0,48,14,1.0,3,2,2,3,-999.0,5,5.0,1,1,2,2,2,1,5,1,7,6,6,3,18,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,6.0,3.0,-999.0,4,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,2,-999.0,6,7,2,2,8.0,1.0
"('0000858A', '(46.53641667, -122.1161667)')",4.0,48,18,4.0,2,2,2,3,-999.0,8,3.0,1,1,1,1,2,1,5,1,1,2,6,2,2,2,2,8.0,8.0,8.0,7.0,-999.0,-999.0,6.0,6.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,1,1,2,-999.0,6,8,2,2,-999.0,-999.0
"('0000902A', '(45.56155556, -122.2667778)')",4.0,48,2,4.0,3,2,2,3,-999.0,8,5.0,1,1,2,2,2,2,5,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,8.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,3,1,2,-999.0,4,8,2,2,8.0,1.0
"('0000947A', '(47.40661111, -123.1405556)')",4.0,48,20,3.0,2,2,2,3,-999.0,8,1.0,1,1,2,2,2,1,5,1,1,6,6,3,2,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,6,8,2,2,8.0,1.0
"('0000948A', '(47.46344444, -123.1142778)')",4.0,48,20,3.0,2,2,2,3,-999.0,8,1.0,1,1,2,2,2,1,5,1,1,2,6,2,18,2,2,8.0,8.0,7.0,7.0,1.0,1.0,7.0,3.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,2,-999.0,6,7,2,2,2.0,2.0
"('0000952A', '(46.57911111, -121.6884722)')",4.0,48,18,4.0,2,2,2,3,-999.0,8,3.0,1,2,2,2,2,1,5,1,1,2,6,3,18,2,2,8.0,8.0,8.0,8.0,-999.0,-999.0,6.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,1,1,2,-999.0,6,8,2,2,-999.0,-999.0
"('0000961A', '(46.5429, -122.0479167)')",4.0,48,18,4.0,2,2,2,3,-999.0,8,5.0,1,1,2,1,2,1,5,1,1,2,6,2,18,2,2,8.0,8.0,8.0,7.0,1.0,1.0,8.0,7.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,3,1,2,-999.0,6,8,2,2,-999.0,-999.0
"('0000961B', '(46.53711111, -121.9989167)')",4.0,48,18,4.0,2,2,2,3,-999.0,8,1.0,1,1,3,3,2,2,4,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,8.0,1.0,1.0,7.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,11,7,7,10,2,-999.0,6,7,2,2,-999.0,-999.0
"('0000965A', '(48.01215, -122.1894194)')",4.0,48,29,1.0,3,2,2,3,-999.0,3,5.0,1,1,2,2,2,2,2,2,7,6,9,4,8,1,1,8.0,5.0,6.0,8.0,1.0,1.0,5.0,3.0,5.0,4,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,3,2,2,1,2,6,1,2,2,-999.0,6,5,2,2,8.0,1.0
"('0000965C', '(48.03716667, -122.1821667)')",4.0,48,29,1.0,3,2,2,3,-999.0,3,5.0,1,1,2,1,2,1,3,2,1,6,7,4,10,1,1,8.0,5.0,7.0,8.0,1.0,1.0,5.0,3.0,4.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,1,2,2,1,2,6,1,1,2,-999.0,4,5,2,2,8.0,1.0
"('0000965B', '(48.03086111, -122.1838333)')",4.0,48,29,1.0,3,2,2,3,-999.0,3,1.0,1,1,2,2,2,2,5,1,1,6,6,2,18,2,2,7.0,5.0,5.0,8.0,1.0,1.0,5.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,1,2,2,1,2,2,1,1,2,-999.0,6,5,2,2,2.0,2.0
"('0000P061', '(46.8159, -123.1896)')",4.0,48,10,-999.0,6,2,1,3,15.0,11,6.0,1,1,2,2,2,1,5,1,1,2,6,3,20,2,2,8.0,8.0,8.0,7.0,2.0,2.0,8.0,7.0,-999.0,6,9,8,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,1,1,8,1,-999.0,9,8,2,2,2.0,2.0
"('0000987A', '(47.61825556, -122.9748889)')",4.0,48,13,3.0,2,2,2,3,-999.0,8,3.0,1,1,2,1,2,2,5,1,1,2,6,2,18,2,2,8.0,8.0,7.0,5.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,2,-999.0,4,7,2,2,2.0,2.0
"('0000P061', '(46.8155, -123.1771)')",4.0,48,10,-999.0,6,2,1,3,15.0,11,4.0,1,1,1,1,1,1,5,1,1,2,6,6,13,2,2,8.0,8.0,8.0,7.0,2.0,2.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,5,8,1,-999.0,9,8,1,2,2.0,2.0
"('0000980A', '(48.06552778, -123.5791944)')",4.0,48,39,3.0,2,2,2,3,-999.0,8,5.0,1,1,2,2,2,1,5,1,1,2,6,2,4,2,2,6.0,6.0,3.0,5.0,1.0,1.0,3.0,5.0,-999.0,6,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,3,7,3,1,2,-999.0,3,3,2,2,1.0,2.0
"('0000P061', '(46.81936111, -123.1951944)')",4.0,48,10,-999.0,6,2,1,3,15.0,11,6.0,1,1,1,1,1,2,5,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,8.0,2.0,2.0,8.0,8.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,1,1,1,-999.0,9,8,1,2,2.0,2.0
"('0000P061', '(46.8194, -123.2002)')",4.0,48,10,-999.0,6,2,1,3,15.0,11,6.0,1,1,1,1,1,1,5,1,1,2,6,2,13,2,2,8.0,7.0,5.0,8.0,1.0,1.0,5.0,5.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,1,1,1,-999.0,5,5,2,2,2.0,2.0
"('0000P061', '(47.348, -124.2847)')",-999.0,48,10,-999.0,6,2,1,3,15.0,9,6.0,1,1,1,1,1,1,5,1,1,2,6,3,20,2,2,7.0,7.0,8.0,8.0,2.0,2.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,7,1,8,1,-999.0,9,7,2,2,-999.0,-999.0
"('0000P061', '(46.82166667, -123.2083333)')",4.0,48,10,-999.0,6,2,1,3,15.0,11,7.0,1,1,2,1,2,2,5,1,1,2,6,6,13,2,2,8.0,8.0,8.0,8.0,2.0,2.0,8.0,6.0,-999.0,6,8,8,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,1,1,8,1,-999.0,9,8,1,2,2.0,2.0
"('0000P061', '(47.320875, -124.1568556)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,1.0,1,1,1,1,1,1,5,3,1,2,6,4,17,2,2,8.0,7.0,7.0,7.0,1.0,1.0,7.0,4.0,-999.0,6,5,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,2,9,1,7,1,1,-999.0,6,7,1,2,-999.0,-999.0
"('0000P061', '(47.43650556, -123.8964639)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,1.0,1,1,1,1,1,1,5,1,1,2,6,4,13,2,2,9.0,9.0,9.0,9.0,3.0,3.0,9.0,3.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,2,1,1,1,-999.0,6,9,1,2,-999.0,-999.0
"('0000P161', '(48.3581, -124.5616)')",4.0,48,39,-999.0,6,2,1,3,15.0,10,7.0,1,1,2,2,2,2,5,3,1,2,6,6,13,2,2,8.0,9.0,8.0,8.0,2.0,2.0,8.0,6.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,1,1,8,1,-999.0,9,8,1,2,8.0,1.0
"('0001000B', '(46.82277222, -123.1067083)')",4.0,48,32,3.0,2,2,2,3,-999.0,8,5.0,1,1,2,2,2,2,5,1,1,2,6,2,18,2,2,7.0,7.0,7.0,9.0,1.0,1.0,7.0,5.0,-999.0,6,4,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,6,7,2,2,8.0,1.0
"('0001000A', '(46.82518611, -123.129725)')",4.0,48,32,3.0,2,2,2,3,-999.0,8,3.0,1,1,2,2,2,2,5,1,1,2,6,2,18,2,2,7.0,7.0,7.0,8.0,1.0,1.0,7.0,5.0,-999.0,6,4,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,6,7,2,2,2.0,2.0
"('0001000C', '(46.81652222, -123.0673333)')",4.0,48,32,3.0,2,2,2,3,-999.0,8,5.0,1,1,2,2,2,2,5,1,1,2,6,3,2,2,2,8.0,7.0,8.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,3,1,2,-999.0,4,7,2,2,8.0,1.0
"('0001047A', '(45.61324167, -122.0549444)')",4.0,48,28,4.0,3,2,2,3,-999.0,8,5.0,1,1,1,1,2,1,5,1,1,6,6,2,17,2,2,7.0,7.0,7.0,9.0,1.0,1.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,3,1,2,-999.0,6,7,2,2,8.0,1.0
"('0001074A', '(46.30402778, -123.9670083)')",4.0,48,22,4.0,2,2,2,3,-999.0,9,1.0,1,1,2,2,2,2,5,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,6.0,1.0,1.0,7.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,7,1,1,2,-999.0,8,7,2,2,8.0,1.0
"('0001084A', '(46.97536667, -123.8733389)')",4.0,48,10,3.0,2,2,2,3,-999.0,4,5.0,1,2,1,1,1,1,1,2,7,6,9,4,9,1,1,6.0,5.0,7.0,6.0,-999.0,-999.0,4.0,3.0,4.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,1,2,2,1,4,10,1,1,2,-999.0,8,5,2,2,2.0,2.0
"('0001105A', '(47.244, -122.3385556)')",4.0,48,25,3.0,3,2,2,3,-999.0,4,5.0,1,1,2,1,2,2,5,1,1,2,6,2,18,2,2,7.0,8.0,8.0,9.0,-999.0,-999.0,6.0,5.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,2,-999.0,9,7,2,2,8.0,1.0
"('0001151A', '(45.57658333, -122.1949444)')",4.0,48,28,4.0,3,2,2,3,-999.0,8,3.0,1,1,2,1,2,2,5,3,1,2,1,2,18,2,2,7.0,7.0,7.0,-999.0,1.0,1.0,7.0,3.0,-999.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,3,2,7,3,1,2,-999.0,11,7,2,2,8.0,1.0
"('000120CE', '(45.64038889, -121.9783611)')",4.0,48,28,4.0,3,2,2,3,-999.0,8,7.0,1,1,2,1,1,2,5,1,1,2,6,7,13,2,2,7.0,7.0,8.0,9.0,-999.0,-999.0,6.0,8.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,1,2,-999.0,9,7,1,2,8.0,1.0
